session_examen;academie;code_region;libelle_region;tranche_age;serie;inscrits;presents;admis;admis_sans_mention;admis_ab;admis_b;admis_tb;inscrits_filles;presents_filles;admis_filles;admis_sans_mention_filles;admis_ab_filles;admis_b_filles;admis_tb_filles
2017;AMIENS;32;Hauts-de-France;17 ans ou plus;SERIE GENERALE;170;137;95;49;26;17;3;71;62;47;23;16;6;2
2017;ROUEN;28;Normandie;17 ans ou plus;SERIE GENERALE;155;146;98;49;31;12;6;74;68;48;24;17;4;3
2017;LIMOGES;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE GENERALE;6027;6005;5578;1124;1209;1566;1679;3133;3124;2972;504;587;836;1045
2017;CRETEIL;11;Île-de-France;15 ans ou moins;SERIE GENERALE;44117;43810;39622;7636;9508;10520;11958;22580;22475;21084;3309;4674;5736;7365
2017;CORSE;94;Corse;15 ans ou moins;SERIE GENERALE;2556;2536;2373;311;521;672;869;1329;1318;1272;129;268;356;519
2017;MARTINIQUE;02;Martinique;16 ans;SERIE GENERALE;692;682;514;295;160;48;11;275;270;231;115;79;28;9
2017;MAYOTTE;06;Mayotte;16 ans;SERIE GENERALE;1733;1689;1319;586;473;199;61;833;820;704;285;258;124;37
2017;MAYOTTE;06;Mayotte;15 ans ou moins;SERIE GENERALE;2800;2783;2579;631;800;734;414;1518;1513;1445;279;454;464;248
2017;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;16 ans;SERIE PROFESSIONNELLE;2140;1860;1305;547;479;225;54;812;727;549;217;205;104;23
2017;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;15 ans ou moins;SERIE PROFESSIONNELLE;1351;1302;1015;309;357;259;90;533;516;426;114;161;105;46
2017;BORDEAUX;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE PROFESSIONNELLE;740;486;321;179;100;39;3;295;197;133;79;39;13;2
2017;GRENOBLE;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE PROFESSIONNELLE;1772;1740;1417;441;470;388;118;600;590;509;130;168;163;48
2017;LILLE;32;Hauts-de-France;16 ans;SERIE PROFESSIONNELLE;3302;2867;2245;1102;656;392;95;1211;1053;879;422;257;161;39
2017;LYON;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE PROFESSIONNELLE;1221;1192;1061;267;343;342;109;468;456;408;100;117;144;47
2017;MONTPELLIER;76;Occitanie;17 ans ou plus;SERIE PROFESSIONNELLE;258;220;105;31;44;19;11;90;72;43;11;21;8;3
2017;NANCY-METZ;44;Grand-Est;16 ans;SERIE PROFESSIONNELLE;1558;1476;1149;471;381;227;70;569;541;431;176;142;88;25
2017;NANCY-METZ;44;Grand-Est;17 ans ou plus;SERIE PROFESSIONNELLE;146;131;96;31;31;27;7;48;43;35;12;13;7;3
2017;POITIERS;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE PROFESSIONNELLE;563;447;322;187;88;37;10;204;166;134;84;33;12;5
2017;AMIENS;32;Hauts-de-France;16 ans;SERIE PROFESSIONNELLE;1011;904;737;271;282;153;31;435;376;318;121;115;70;12
2017;ROUEN;28;Normandie;17 ans ou plus;SERIE PROFESSIONNELLE;244;173;108;64;28;11;5;94;64;42;23;10;8;1
2017;LIMOGES;75;Nouvelle-Aquitaine;16 ans;SERIE PROFESSIONNELLE;468;429;326;165;107;44;10;149;128;100;51;32;13;4
2017;LIMOGES;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE PROFESSIONNELLE;249;245;219;65;83;50;21;82;79;71;15;27;22;7
2017;NICE;93;Provence-Alpes-Côte-d'Azur;16 ans;SERIE PROFESSIONNELLE;937;844;653;278;234;116;25;338;301;240;105;86;40;9
2017;NICE;93;Provence-Alpes-Côte-d'Azur;15 ans ou moins;SERIE PROFESSIONNELLE;525;510;435;143;158;118;16;198;195;179;45;65;63;6
2017;CRETEIL;11;Île-de-France;16 ans;SERIE PROFESSIONNELLE;1587;1425;1083;506;347;194;36;582;509;409;173;142;77;17
2017;CORSE;94;Corse;16 ans;SERIE PROFESSIONNELLE;105;82;73;22;27;14;10;33;27;23;6;9;4;4
2017;LA REUNION;04;La-Réunion;16 ans;SERIE PROFESSIONNELLE;757;732;605;203;229;145;28;274;263;231;69;85;66;11
2017;GUADELOUPE;01;Guadeloupe;16 ans;SERIE PROFESSIONNELLE;486;378;253;105;97;47;4;146;118;85;36;28;20;1
2017;GUADELOUPE;01;Guadeloupe;15 ans ou moins;SERIE PROFESSIONNELLE;245;234;198;64;68;54;12;99;96;87;20;32;28;7
2017;GUADELOUPE;01;Guadeloupe;17 ans ou plus;SERIE PROFESSIONNELLE;44;37;23;10;10;3;0;17;16;9;5;4;0;0
2017;GUYANE;03;Guyane;16 ans;SERIE PROFESSIONNELLE;266;236;181;93;74;14;0;112;104;80;41;31;8;0
2018;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;17 ans ou plus;SERIE GENERALE;228;191;105;62;30;10;3;114;95;60;36;16;5;3
2018;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE GENERALE;1468;1378;951;516;299;101;35;681;643;455;246;144;47;18
2018;GRENOBLE;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE GENERALE;33816;33697;30884;5524;7465;8873;9022;17198;17145;16098;2434;3480;4511;5673
2018;MONTPELLIER;76;Occitanie;15 ans ou moins;SERIE GENERALE;25778;25574;22580;4068;5600;6323;6589;13182;13104;11902;1838;2759;3286;4019
2018;POITIERS;75;Nouvelle-Aquitaine;16 ans;SERIE GENERALE;1905;1785;1092;630;324;116;22;866;812;516;292;151;60;13
2018;TOULOUSE;76;Occitanie;15 ans ou moins;SERIE GENERALE;27596;27455;25005;4239;5716;7167;7883;14123;14050;13152;1834;2684;3752;4882
2018;TOULOUSE;76;Occitanie;17 ans ou plus;SERIE GENERALE;165;134;81;48;21;11;1;64;54;33;21;9;2;1
2018;NANTES;52;Pays-de-la-Loire;15 ans ou moins;SERIE GENERALE;39115;38951;36328;7460;9221;10747;8900;20133;20051;19083;3180;4494;5737;5672
2018;ORLEANS-TOURS;24;Centre-Val-de-Loire;16 ans;SERIE GENERALE;3254;3124;1996;1229;561;165;41;1457;1407;953;572;274;84;23
2018;REIMS;44;Grand-Est;15 ans ou moins;SERIE GENERALE;12337;12267;11190;2087;2440;3061;3602;6348;6308;5929;918;1204;1591;2216
2018;ROUEN;28;Normandie;17 ans ou plus;SERIE GENERALE;159;141;89;56;24;7;2;62;57;31;22;7;1;1
2018;LIMOGES;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE GENERALE;51;47;23;12;8;3;0;16;13;8;6;2;0;0
2018;CRETEIL;11;Île-de-France;16 ans;SERIE GENERALE;7269;6901;4350;2493;1169;494;194;3156;3037;2145;1166;588;282;109
2018;CRETEIL;11;Île-de-France;17 ans ou plus;SERIE GENERALE;665;591;363;193;95;53;22;296;263;186;88;51;34;13
2018;VERSAILLES;11;Île-de-France;17 ans ou plus;SERIE GENERALE;433;367;208;140;45;18;5;180;155;101;69;21;8;3
2018;CORSE;94;Corse;15 ans ou moins;SERIE GENERALE;2502;2478;2243;452;594;593;604;1246;1239;1157;196;292;303;366
2018;CORSE;94;Corse;17 ans ou plus;SERIE GENERALE;19;15;8;4;3;0;1;9;9;5;2;2;0;1
2018;MARTINIQUE;02;Martinique;15 ans ou moins;SERIE GENERALE;4050;4035;3635;1176;868;823;768;2115;2108;1969;568;440;463;498
2018;GUADELOUPE;01;Guadeloupe;15 ans ou moins;SERIE GENERALE;5033;5011;4500;1229;1180;1106;985;2717;2709;2529;564;667;648;650
2018;MAYOTTE;06;Mayotte;16 ans;SERIE GENERALE;1984;1939;1330;804;379;127;20;906;893;667;375;209;71;12
2018;CAEN;28;Normandie;17 ans ou plus;SERIE PROFESSIONNELLE;168;159;89;43;34;11;1;48;44;32;15;13;4;0
2018;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE PROFESSIONNELLE;842;764;569;243;203;102;21;321;292;224;78;83;53;10
2018;LILLE;32;Hauts-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;826;520;299;183;69;36;11;316;193;112;74;22;13;3
2018;NANCY-METZ;44;Grand-Est;17 ans ou plus;SERIE PROFESSIONNELLE;157;135;82;37;21;15;9;56;49;36;18;5;7;6
2018;TOULOUSE;76;Occitanie;16 ans;SERIE PROFESSIONNELLE;1906;1695;1273;508;488;236;41;732;637;507;190;200;103;14
2018;ORLEANS-TOURS;24;Centre-Val-de-Loire;15 ans ou moins;SERIE PROFESSIONNELLE;1044;1025;869;303;330;182;54;331;327;299;100;107;74;18
2018;CRETEIL;11;Île-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;545;393;173;97;43;23;10;182;117;69;38;15;12;4
2018;VERSAILLES;11;Île-de-France;16 ans;SERIE PROFESSIONNELLE;1941;1745;1282;668;402;160;52;670;609;487;239;162;64;22
2018;VERSAILLES;11;Île-de-France;15 ans ou moins;SERIE PROFESSIONNELLE;1166;1128;906;369;294;199;44;413;398;343;124;124;77;18
2018;VERSAILLES;11;Île-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;516;397;200;93;59;38;10;197;142;81;29;30;18;4
2018;MARTINIQUE;02;Martinique;16 ans;SERIE PROFESSIONNELLE;193;180;126;76;36;11;3;57;53;44;25;15;2;2
2018;GUADELOUPE;01;Guadeloupe;16 ans;SERIE PROFESSIONNELLE;373;327;223;109;86;28;0;118;108;80;37;34;9;0
2011;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;17 ans ou plus;SERIE COLLEGE;725;612;290;240;39;8;3;369;316;157;126;23;6;2
2011;BESANCON;27;Bourgogne-et-Franche-Comté;16 ans;SERIE COLLEGE;2567;2482;1475;1141;295;36;3;1211;1170;728;548;154;25;1
2011;BORDEAUX;75;Nouvelle-Aquitaine;16 ans;SERIE COLLEGE;6436;6039;4193;3407;690;84;12;2939;2767;1973;1576;348;43;6
2011;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE COLLEGE;2520;2412;1586;1272;274;37;3;1189;1134;786;625;135;25;1
2011;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE COLLEGE;288;255;148;123;25;0;0;131;115;73;63;10;0;0
2011;DIJON;27;Bourgogne-et-Franche-Comté;16 ans;SERIE COLLEGE;3336;3155;1715;1217;422;70;6;1590;1508;830;585;211;31;3
2011;DIJON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE COLLEGE;302;261;109;80;24;0;5;159;139;60;44;12;0;4
2011;GRENOBLE;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE COLLEGE;603;500;243;205;35;3;0;289;254;129;107;20;2;0
2011;LILLE;32;Hauts-de-France;15 ans ou moins;SERIE COLLEGE;35133;34696;31596;11061;9329;7224;3982;18278;18066;16751;5520;4861;3971;2399
2011;LYON;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE COLLEGE;7263;6742;4436;3499;806;112;19;3318;3115;2190;1689;424;65;12
2011;LYON;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE COLLEGE;802;670;385;326;54;5;0;415;351;207;177;29;1;0
2011;TOULOUSE;76;Occitanie;15 ans ou moins;SERIE COLLEGE;22595;22488;20920;5969;7090;5346;2515;11860;11804;11154;2821;3706;3061;1566
2011;NANTES;52;Pays-de-la-Loire;17 ans ou plus;SERIE COLLEGE;664;563;250;194;55;1;0;333;286;125;96;28;1;0
2011;ORLEANS-TOURS;24;Centre-Val-de-Loire;17 ans ou plus;SERIE COLLEGE;545;459;211;175;29;7;0;237;208;102;92;7;3;0
2011;REIMS;44;Grand-Est;16 ans;SERIE COLLEGE;2920;2714;1562;1249;279;31;3;1362;1268;774;621;132;18;3
2011;AMIENS;32;Hauts-de-France;16 ans;SERIE COLLEGE;4718;4360;2300;1845;375;70;10;2189;2032;1143;897;201;39;6
2011;AMIENS;32;Hauts-de-France;15 ans ou moins;SERIE COLLEGE;16143;15995;13958;5121;4130;3166;1541;8441;8361;7502;2476;2254;1822;950
2011;LIMOGES;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE COLLEGE;179;162;80;67;11;1;1;98;89;45;37;7;1;0
2011;CRETEIL;11;Île-de-France;16 ans;SERIE COLLEGE;11016;10162;5514;4346;951;182;35;4764;4469;2720;2058;525;114;23
2011;CRETEIL;11;Île-de-France;15 ans ou moins;SERIE COLLEGE;35875;35454;30974;11851;9717;6521;2885;18754;18582;16704;5821;5143;3844;1896
2011;VERSAILLES;11;Île-de-France;16 ans;SERIE COLLEGE;13064;12224;7661;6261;1181;196;23;5580;5275;3553;2823;597;120;13
2011;LA REUNION;04;La-Réunion;16 ans;SERIE COLLEGE;2619;2371;1317;962;300;48;7;1133;1026;631;444;151;31;5
2011;LA REUNION;04;La-Réunion;17 ans ou plus;SERIE COLLEGE;411;335;115;86;27;2;0;172;142;52;40;11;1;0
2011;MARTINIQUE;02;Martinique;15 ans ou moins;SERIE COLLEGE;3525;3504;3102;1333;971;581;217;1956;1947;1777;694;554;367;162
2011;MAYOTTE;06;Mayotte;16 ans;SERIE COLLEGE;1343;1295;908;646;204;41;17;695;675;507;337;136;26;8
2011;PARIS;11;Île-de-France;16 ans;SERIE PROFESSIONNELLE;598;557;377;215;124;36;2;252;238;171;99;54;17;1
2011;PARIS;11;Île-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;587;555;219;120;71;26;2;255;244;104;64;32;8;0
2011;BESANCON;27;Bourgogne-et-Franche-Comté;15 ans ou moins;SERIE PROFESSIONNELLE;9;8;8;0;5;3;0;1;1;1;0;0;1;0
2011;BORDEAUX;75;Nouvelle-Aquitaine;16 ans;SERIE PROFESSIONNELLE;1523;1393;1178;813;315;50;0;607;553;492;329;142;21;0
2011;DIJON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE PROFESSIONNELLE;117;86;52;35;16;1;0;58;45;29;21;8;0;0
2011;GRENOBLE;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE PROFESSIONNELLE;1578;1378;939;581;281;77;0;673;591;424;269;121;34;0
2011;GRENOBLE;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE PROFESSIONNELLE;396;378;300;146;127;27;0;138;132;113;53;52;8;0
2011;GRENOBLE;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE PROFESSIONNELLE;828;587;298;206;77;14;1;377;281;128;99;24;5;0
2011;LYON;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE PROFESSIONNELLE;987;937;812;489;274;49;0;399;384;345;205;120;20;0
2011;LYON;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE PROFESSIONNELLE;272;204;139;91;43;5;0;123;95;67;44;18;5;0
2011;NANCY-METZ;44;Grand-Est;16 ans;SERIE PROFESSIONNELLE;295;218;109;88;20;1;0;133;98;61;49;12;0;0
2011;POITIERS;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE PROFESSIONNELLE;101;95;69;34;26;9;0;46;44;32;13;12;7;0
2011;STRASBOURG;44;Grand-Est;16 ans;SERIE PROFESSIONNELLE;226;156;106;76;24;6;0;87;58;39;28;9;2;0
2011;STRASBOURG;44;Grand-Est;15 ans ou moins;SERIE PROFESSIONNELLE;41;40;36;15;17;4;0;19;19;18;5;10;3;0
2011;NANTES;52;Pays-de-la-Loire;16 ans;SERIE PROFESSIONNELLE;2534;2284;1810;993;683;129;5;919;825;682;383;246;51;2
2011;ORLEANS-TOURS;24;Centre-Val-de-Loire;16 ans;SERIE PROFESSIONNELLE;523;458;289;186;93;10;0;209;184;115;78;34;3;0
2011;AMIENS;32;Hauts-de-France;15 ans ou moins;SERIE PROFESSIONNELLE;41;40;36;12;16;7;1;17;17;16;5;7;3;1
2011;LIMOGES;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE PROFESSIONNELLE;5;5;4;4;0;0;0;3;3;2;2;0;0;0
2011;CRETEIL;11;Île-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;1470;928;500;403;75;19;3;685;451;259;215;34;9;1
2011;VERSAILLES;11;Île-de-France;15 ans ou moins;SERIE PROFESSIONNELLE;267;240;179;131;40;8;0;102;92;70;52;16;2;0
2011;VERSAILLES;11;Île-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;1442;938;447;357;71;18;1;622;414;189;166;21;2;0
2011;CORSE;94;Corse;15 ans ou moins;SERIE PROFESSIONNELLE;57;53;51;28;17;6;0;20;19;19;13;6;0;0
2011;CORSE;94;Corse;17 ans ou plus;SERIE PROFESSIONNELLE;17;11;9;6;3;0;0;8;5;4;3;1;0;0
2011;LA REUNION;04;La-Réunion;16 ans;SERIE PROFESSIONNELLE;1069;1002;758;458;260;38;2;467;431;343;216;105;21;1
2011;MARTINIQUE;02;Martinique;17 ans ou plus;SERIE PROFESSIONNELLE;116;96;57;42;15;0;0;58;48;30;22;8;0;0
2011;GUADELOUPE;01;Guadeloupe;16 ans;SERIE PROFESSIONNELLE;79;70;24;23;1;0;0;12;10;4;4;0;0;0
2011;GUADELOUPE;01;Guadeloupe;15 ans ou moins;SERIE PROFESSIONNELLE;27;24;11;11;0;0;0;11;11;7;7;0;0;0
2011;GUADELOUPE;01;Guadeloupe;17 ans ou plus;SERIE PROFESSIONNELLE;57;49;17;17;0;0;0;10;9;6;6;0;0;0
2011;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;15 ans ou moins;SERIE TECHNOLOGIQUE;290;268;226;134;77;15;0;115;110;88;53;26;9;0
2011;BESANCON;27;Bourgogne-et-Franche-Comté;15 ans ou moins;SERIE TECHNOLOGIQUE;280;269;221;119;75;27;0;91;87;66;36;23;7;0
2011;BORDEAUX;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE TECHNOLOGIQUE;328;321;311;187;96;28;0;123;121;118;67;37;14;0
2011;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE TECHNOLOGIQUE;62;56;32;25;6;1;0;29;25;13;11;1;1;0
2011;DIJON;27;Bourgogne-et-Franche-Comté;16 ans;SERIE TECHNOLOGIQUE;892;862;628;379;213;33;3;323;311;251;156;83;11;1
2011;MONTPELLIER;76;Occitanie;16 ans;SERIE TECHNOLOGIQUE;994;897;713;494;198;21;0;391;355;305;207;88;10;0
2011;MONTPELLIER;76;Occitanie;15 ans ou moins;SERIE TECHNOLOGIQUE;466;452;402;222;139;41;0;196;193;177;82;72;23;0
2011;MONTPELLIER;76;Occitanie;17 ans ou plus;SERIE TECHNOLOGIQUE;237;177;121;81;37;3;0;108;75;52;34;16;2;0
2011;POITIERS;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE TECHNOLOGIQUE;334;327;293;149;115;27;2;108;108;100;51;37;11;1
2011;POITIERS;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE TECHNOLOGIQUE;278;234;183;136;43;4;0;150;120;100;79;20;1;0
2011;RENNES;53;Bretagne;15 ans ou moins;SERIE TECHNOLOGIQUE;480;470;435;166;188;76;5;150;147;135;48;60;24;3
2011;TOULOUSE;76;Occitanie;15 ans ou moins;SERIE TECHNOLOGIQUE;591;581;497;248;196;52;1;208;207;181;83;76;22;0
2011;TOULOUSE;76;Occitanie;17 ans ou plus;SERIE TECHNOLOGIQUE;314;270;193;136;51;6;0;146;127;88;61;24;3;0
2011;REIMS;44;Grand-Est;16 ans;SERIE TECHNOLOGIQUE;859;818;654;435;184;34;1;317;296;241;162;67;11;1
2011;REIMS;44;Grand-Est;17 ans ou plus;SERIE TECHNOLOGIQUE;164;142;98;62;30;5;1;73;61;39;27;11;1;0
2011;AMIENS;32;Hauts-de-France;15 ans ou moins;SERIE TECHNOLOGIQUE;413;398;320;180;104;34;2;155;154;131;73;42;16;0
2011;CRETEIL;11;Île-de-France;17 ans ou plus;SERIE TECHNOLOGIQUE;110;76;49;36;6;6;1;20;12;9;9;0;0;0
2011;GUADELOUPE;01;Guadeloupe;16 ans;SERIE TECHNOLOGIQUE;207;198;99;86;13;0;0;80;74;42;39;3;0;0
2012;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;16 ans;SERIE COLLEGE;5919;5589;3392;2422;793;151;26;2803;2677;1726;1220;403;87;16
2012;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;17 ans ou plus;SERIE COLLEGE;603;522;286;219;48;15;4;319;279;155;117;29;5;4
2012;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE COLLEGE;2441;2347;1576;1176;350;46;4;1148;1106;775;553;188;31;3
2012;GRENOBLE;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE COLLEGE;29222;29133;27351;7142;9309;7614;3286;15200;15159;14433;3242;4745;4339;2107
2012;LYON;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE COLLEGE;706;636;352;266;74;12;0;350;318;182;141;35;6;0
2012;NANCY-METZ;44;Grand-Est;16 ans;SERIE COLLEGE;4305;4169;2441;1641;660;127;13;2036;1968;1225;780;356;81;8
2012;TOULOUSE;76;Occitanie;16 ans;SERIE COLLEGE;4999;4811;3227;2167;917;124;19;2256;2165;1519;990;452;67;10
2012;ORLEANS-TOURS;24;Centre-Val-de-Loire;17 ans ou plus;SERIE COLLEGE;526;453;194;154;36;4;0;259;227;103;81;21;1;0
2012;REIMS;44;Grand-Est;16 ans;SERIE COLLEGE;2893;2757;1660;1218;360;65;17;1369;1312;856;604;201;41;10
2012;AMIENS;32;Hauts-de-France;15 ans ou moins;SERIE COLLEGE;16763;16661;15055;4468;4451;3832;2304;8699;8645;8005;2166;2254;2177;1408
2012;AMIENS;32;Hauts-de-France;17 ans ou plus;SERIE COLLEGE;428;372;197;166;25;5;1;200;171;100;83;11;5;1
2012;LA REUNION;04;La-Réunion;16 ans;SERIE COLLEGE;2607;2461;1496;967;411;90;28;1135;1075;726;449;205;54;18
2012;LA REUNION;04;La-Réunion;15 ans ou moins;SERIE COLLEGE;9300;9255;8440;2169;2459;2288;1524;5046;5024;4681;1067;1293;1294;1027
2012;LA REUNION;04;La-Réunion;17 ans ou plus;SERIE COLLEGE;351;315;142;100;32;10;0;169;151;72;54;14;4;0
2012;MARTINIQUE;02;Martinique;17 ans ou plus;SERIE COLLEGE;203;164;64;56;7;1;0;71;51;23;20;2;1;0
2012;PARIS;11;Île-de-France;16 ans;SERIE PROFESSIONNELLE;661;635;388;260;105;21;2;266;257;155;111;35;8;1
2012;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;16 ans;SERIE PROFESSIONNELLE;1578;1459;970;653;275;41;1;641;596;423;272;129;21;1
2012;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;15 ans ou moins;SERIE PROFESSIONNELLE;668;645;485;295;161;29;0;281;271;228;133;77;18;0
2012;BORDEAUX;75;Nouvelle-Aquitaine;16 ans;SERIE PROFESSIONNELLE;1773;1599;1267;754;432;78;3;732;655;524;292;189;42;1
2012;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE PROFESSIONNELLE;918;862;583;395;172;16;0;378;351;248;164;80;4;0
2012;DIJON;27;Bourgogne-et-Franche-Comté;16 ans;SERIE PROFESSIONNELLE;169;149;100;60;37;3;0;81;71;51;33;17;1;0
2012;DIJON;27;Bourgogne-et-Franche-Comté;15 ans ou moins;SERIE PROFESSIONNELLE;48;48;41;23;11;7;0;24;24;20;12;6;2;0
2012;DIJON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE PROFESSIONNELLE;122;100;45;28;15;2;0;66;59;29;22;6;1;0
2012;LYON;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE PROFESSIONNELLE;247;203;137;90;40;6;1;115;94;63;44;16;2;1
2012;STRASBOURG;44;Grand-Est;17 ans ou plus;SERIE PROFESSIONNELLE;213;137;79;47;25;7;0;94;62;31;20;10;1;0
2012;TOULOUSE;76;Occitanie;17 ans ou plus;SERIE PROFESSIONNELLE;607;427;245;176;56;13;0;269;197;105;74;25;6;0
2012;REIMS;44;Grand-Est;15 ans ou moins;SERIE PROFESSIONNELLE;183;181;151;80;59;11;1;65;63;53;27;19;6;1
2012;REIMS;44;Grand-Est;17 ans ou plus;SERIE PROFESSIONNELLE;435;311;172;133;33;6;0;207;151;76;65;11;0;0
2012;AMIENS;32;Hauts-de-France;16 ans;SERIE PROFESSIONNELLE;404;344;213;145;53;14;1;169;149;95;63;27;5;0
2012;ROUEN;28;Normandie;15 ans ou moins;SERIE PROFESSIONNELLE;221;212;170;106;52;11;1;82;75;66;42;17;6;1
2012;ROUEN;28;Normandie;17 ans ou plus;SERIE PROFESSIONNELLE;440;373;189;140;36;11;2;179;160;86;65;21;0;0
2012;LIMOGES;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE PROFESSIONNELLE;288;259;80;58;18;4;0;136;121;37;25;9;3;0
2012;VERSAILLES;11;Île-de-France;15 ans ou moins;SERIE PROFESSIONNELLE;381;355;283;177;85;21;0;152;143;115;64;38;13;0
2012;LA REUNION;04;La-Réunion;16 ans;SERIE PROFESSIONNELLE;1248;1200;915;490;315;107;3;490;472;395;185;158;52;0
2012;GUADELOUPE;01;Guadeloupe;16 ans;SERIE PROFESSIONNELLE;465;432;221;161;56;4;0;130;121;80;58;21;1;0
2012;MAYOTTE;06;Mayotte;16 ans;SERIE PROFESSIONNELLE;9;8;8;8;0;0;0;8;7;7;7;0;0;0
2012;MAYOTTE;06;Mayotte;17 ans ou plus;SERIE PROFESSIONNELLE;37;33;10;10;0;0;0;11;10;2;2;0;0;0
2012;PARIS;11;Île-de-France;15 ans ou moins;SERIE TECHNOLOGIQUE;3;3;3;1;1;1;0;2;2;2;0;1;1;0
2012;BESANCON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE TECHNOLOGIQUE;182;168;92;61;28;3;0;57;52;29;16;13;0;0
2012;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE TECHNOLOGIQUE;213;207;146;101;40;5;0;82;78;62;37;21;4;0
2012;DIJON;27;Bourgogne-et-Franche-Comté;15 ans ou moins;SERIE TECHNOLOGIQUE;416;406;316;139;143;32;2;136;133;112;47;46;19;0
2012;GRENOBLE;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE TECHNOLOGIQUE;311;310;268;132;107;29;0;124;124;115;54;48;13;0
2012;LYON;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE TECHNOLOGIQUE;262;227;181;119;56;6;0;138;118;94;62;30;2;0
2012;MONTPELLIER;76;Occitanie;15 ans ou moins;SERIE TECHNOLOGIQUE;385;377;317;163;125;29;0;166;162;139;74;50;15;0
2012;NANCY-METZ;44;Grand-Est;16 ans;SERIE TECHNOLOGIQUE;1336;1299;1019;581;366;71;1;494;477;382;222;127;32;1
2012;NANCY-METZ;44;Grand-Est;17 ans ou plus;SERIE TECHNOLOGIQUE;192;178;133;78;44;11;0;98;90;63;38;21;4;0
2012;POITIERS;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE TECHNOLOGIQUE;247;246;215;146;59;10;0;88;88;83;54;25;4;0
2012;POITIERS;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE TECHNOLOGIQUE;221;203;138;106;29;3;0;106;97;65;50;13;2;0
2012;RENNES;53;Bretagne;16 ans;SERIE TECHNOLOGIQUE;1754;1712;1512;750;617;141;4;597;585;533;260;207;62;4
2012;STRASBOURG;44;Grand-Est;15 ans ou moins;SERIE TECHNOLOGIQUE;107;101;79;47;27;5;0;42;39;30;17;9;4;0
